  1.  8.99094593E-005  0.899103582
  2.  0.899103582  0.137022018
  3.  0.137022018  0.0832651556
  4.  0.0832651556  0.568353653
  5.  0.568353653  0.968423784
  6.  0.968423784  0.269647479
  7.  0.269647479  0.20510146
  8.  0.20510146  0.809625685
  9.  0.809625685  0.44754234
  10.  0.44754234  0.975805342
  11.  0.975805342  0.0779335201
  12.  0.0779335201  0.257374823
  13.  0.257374823  0.490959615
  14.  0.490959615  0.105176091
  15.  0.105176091  0.655799627
  16.  0.655799627  0.340397209
  17.  0.340397209  0.631901681
  18.  0.631901681  0.38494736
  19.  0.38494736  0.0887316465
  20.  0.0887316465  0.227839559
  21.  0.227839559  0.167914912
  22.  0.167914912  0.981280863
  23.  0.981280863  0.82731986
  24.  0.82731986  0.371667743
  25.  0.371667743  0.305737108
  26.  0.305737108  0.0655889511
  27.  0.0655889511  0.824029207
  28.  0.824029207  0.46809563
  29.  0.46809563  0.488280296
  30.  0.488280296  0.314835966
  31.  0.314835966  0.0448648222
  32.  0.0448648222  0.603445351
  33.  0.603445351  0.849959075
  34.  0.849959075  0.741051733
  35.  0.741051733  0.776655912
  36.  0.776655912  0.782518029
  37.  0.782518029  0.397624582
  38.  0.397624582  0.848394692
  39.  0.848394692  0.0983699411
  40.  0.0983699411  0.601143658
  41.  0.601143658  0.835438728
  42.  0.835438728  0.551792324
  43.  0.551792324  0.371757627
  44.  0.371757627  0.204741821
  45.  0.204741821  0.213606894
  46.  0.213606894  0.855470538
  47.  0.855470538  0.850040019
  48.  0.850040019  0.550155997
  49.  0.550155997  0.00987205841
  50.  0.00987205841  0.710815191
  51.  0.710815191  0.44137454
  52.  0.44137454  0.304082781
  53.  0.304082781  0.523902416
  54.  0.523902416  0.50049901
  55.  0.50049901  0.489574999
  56.  0.489574999  0.26050368
  57.  0.26050368  0.776323259
  58.  0.776323259  0.4562006
  59.  0.4562006  0.549958169
  60.  0.549958169  0.0320617147
  61.  0.0320617147  0.585175753
  62.  0.585175753  0.172203586
  63.  0.172203586  0.863805175
  64.  0.863805175  0.18777591
  65.  0.18777591  0.571419597
  66.  0.571419597  0.624484122
  67.  0.624484122  0.217059419
  68.  0.217059419  0.377251118
  69.  0.377251118  0.133929133
  70.  0.133929133  0.157503396
  71.  0.157503396  0.87653631
  72.  0.87653631  0.486841738
  73.  0.486841738  0.930760741
  74.  0.930760741  0.676577687
  75.  0.676577687  0.100383915
  76.  0.100383915  0.738848984
  77.  0.738848984  0.751040697
  78.  0.751040697  0.656078339
  79.  0.656078339  0.127311796
  80.  0.127311796  0.990757287
